Source,from_loc,from_geoid,from_date_1,Target,to_loc,to_geoid,to_date_1,date_gap
NODE_0001103,Rapides Parish,22079,2020-05-14,hCoV-19/USA/LA-EVTL348/2020,Rapides Parish,22079,2020-05-25,11
NODE_0001103,Rapides Parish,22079,2020-05-14,hCoV-19/USA/LA-EVTL351/2020,Rapides Parish,22079,2020-05-25,11
NODE_0001596,East Baton Rouge Parish,22033,2020-04-03,hCoV-19/USA/LA-GBCL-26791762/2020,East Baton Rouge Parish,22033,2020-04-06,3
NODE_0001596,East Baton Rouge Parish,22033,2020-04-03,NODE_0001597,East Baton Rouge Parish,22033,2020-04-21,18
NODE_0001597,East Baton Rouge Parish,22033,2020-04-21,hCoV-19/USA/LA-GBCL-26513036/2020,East Baton Rouge Parish,22033,2020-04-21,0
NODE_0001597,East Baton Rouge Parish,22033,2020-04-21,hCoV-19/USA/LA-GBCL-26629241/2020,East Baton Rouge Parish,22033,2020-04-21,0
NODE_0001178,Bienville Parish,22013,2020-12-03,hCoV-19/USA/LA-EVTL1270/2020,Bienville Parish,22013,2020-12-03,0
NODE_0001178,Bienville Parish,22013,2020-12-03,hCoV-19/USA/LA-EVTL1260/2020,Bienville Parish,22013,2020-12-03,0
NODE_0001691,Caddo Parish,22017,2020-06-22,hCoV-19/USA/LA-EVTL552/2020,Red River Parish,22081,2020-08-04,43
NODE_0001691,Caddo Parish,22017,2020-06-22,NODE_0001692,Caddo Parish,22017,2020-07-12,20
NODE_0001692,Caddo Parish,22017,2020-07-12,hCoV-19/USA/LA-EVTL818/2020,Caddo Parish,22017,2020-07-26,14
NODE_0001692,Caddo Parish,22017,2020-07-12,hCoV-19/USA/LA-EVTL834/2020,Caddo Parish,22017,2020-07-27,15
NODE_0001696,Caddo Parish,22017,2020-06-10,hCoV-19/USA/LA-EVTL541/2020,Caddo Parish,22017,2020-06-26,16
NODE_0001696,Caddo Parish,22017,2020-06-10,NODE_0001697,Caddo Parish,22017,2020-06-22,12
NODE_0001697,Caddo Parish,22017,2020-06-22,hCoV-19/USA/LA-EVTL719/2020,Caddo Parish,22017,2020-07-15,23
NODE_0001697,Caddo Parish,22017,2020-06-22,hCoV-19/USA/LA-EVTL886/2020,Webster Parish,22119,2020-07-06,14
NODE_0001698,Webster Parish,22119,2020-06-29,NODE_0001699,Webster Parish,22119,2020-07-08,9
NODE_0001699,Webster Parish,22119,2020-07-08,hCoV-19/USA/LA-EVTL716/2020,Webster Parish,22119,2020-07-14,6
NODE_0001699,Webster Parish,22119,2020-07-08,hCoV-19/USA/LA-EVTL739/2020,Webster Parish,22119,2020-07-16,8
NODE_0001698,Webster Parish,22119,2020-06-29,NODE_0001224,Webster Parish,22119,2020-07-05,6
NODE_0001224,Webster Parish,22119,2020-07-05,hCoV-19/USA/LA-EVTL995/2020,Webster Parish,22119,2020-08-19,45
NODE_0001224,Webster Parish,22119,2020-07-05,hCoV-19/USA/LA-EVTL874/2020,Bossier Parish,22015,2020-07-05,0
NODE_0001744,Bossier Parish,22015,2020-06-17,hCoV-19/USA/LA-EVTL471/2020,Bossier Parish,22015,2020-06-23,6
NODE_0001744,Bossier Parish,22015,2020-06-17,hCoV-19/USA/LA-EVTL573/2020,Bossier Parish,22015,2020-06-30,13
NODE_0001738,Caddo Parish,22017,2020-07-04,hCoV-19/USA/LA-EVTL691/2020,Caddo Parish,22017,2020-07-13,9
NODE_0001738,Caddo Parish,22017,2020-07-04,hCoV-19/USA/LA-EVTL637/2020,DeSoto Parish,22031,2020-07-04,0
NODE_0001229,Bossier Parish,22015,2020-06-23,hCoV-19/USA/LA-EVTL474/2020,Bossier Parish,22015,2020-06-23,0
NODE_0001229,Bossier Parish,22015,2020-06-23,hCoV-19/USA/LA-EVTL466/2020,Bossier Parish,22015,2020-06-23,0
NODE_0001234,Caddo Parish,22017,2020-06-14,hCoV-19/USA/LA-EVTL657/2020,Caddo Parish,22017,2020-07-11,27
NODE_0001234,Caddo Parish,22017,2020-06-14,NODE_0001236,Caddo Parish,22017,2020-06-17,3
NODE_0001236,Caddo Parish,22017,2020-06-17,hCoV-19/USA/LA-EVTL734/2020,Caddo Parish,22017,2020-07-15,28
NODE_0001236,Caddo Parish,22017,2020-06-17,NODE_0001237,Caddo Parish,22017,2020-06-19,2
NODE_0001237,Caddo Parish,22017,2020-06-19,hCoV-19/USA/LA-EVTL730/2020,Caddo Parish,22017,2020-07-15,26
NODE_0001237,Caddo Parish,22017,2020-06-19,NODE_0001238,Bossier Parish,22015,2020-06-21,2
NODE_0001238,Bossier Parish,22015,2020-06-21,NODE_0001239,Bossier Parish,22015,2020-06-24,3
NODE_0001239,Bossier Parish,22015,2020-06-24,NODE_0001240,Bossier Parish,22015,2020-06-29,5
NODE_0001240,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL592/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001240,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL579/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001239,Bossier Parish,22015,2020-06-24,NODE_0001241,Bossier Parish,22015,2020-06-29,5
NODE_0001241,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL611/2020,Bossier Parish,22015,2020-07-01,2
NODE_0001243,Caddo Parish,22017,2020-07-06,hCoV-19/USA/LA-EVTL884/2020,Caddo Parish,22017,2020-07-06,0
NODE_0001243,Caddo Parish,22017,2020-07-06,hCoV-19/USA/LA-EVTL905/2020,Caddo Parish,22017,2020-07-08,2
NODE_0001238,Bossier Parish,22015,2020-06-21,NODE_0001246,Bossier Parish,22015,2020-06-22,1
NODE_0001246,Bossier Parish,22015,2020-06-22,NODE_0001247,Bossier Parish,22015,2020-06-25,3
NODE_0001247,Bossier Parish,22015,2020-06-25,NODE_0001249,Bossier Parish,22015,2020-06-29,4
NODE_0001249,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL572/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001247,Bossier Parish,22015,2020-06-25,NODE_0001250,Bossier Parish,22015,2020-06-29,4
NODE_0001250,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL567/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001250,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL575/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001246,Bossier Parish,22015,2020-06-22,NODE_0001251,Bossier Parish,22015,2020-06-25,3
NODE_0001251,Bossier Parish,22015,2020-06-25,NODE_0001252,Bossier Parish,22015,2020-06-29,4
NODE_0001252,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL564/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001252,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL577/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001251,Bossier Parish,22015,2020-06-25,NODE_0001253,Bossier Parish,22015,2020-06-29,4
NODE_0001253,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL598/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001253,Bossier Parish,22015,2020-06-29,hCoV-19/USA/LA-EVTL594/2020,Bossier Parish,22015,2020-06-30,1
NODE_0001703,Bossier Parish,22015,2020-07-01,hCoV-19/USA/LA-EVTL858/2020,Bossier Parish,22015,2020-07-01,0
NODE_0001703,Bossier Parish,22015,2020-07-01,NODE_0001256,Bossier Parish,22015,2020-07-01,0
NODE_0001256,Bossier Parish,22015,2020-07-01,hCoV-19/USA/LA-EVTL669/2020,Bossier Parish,22015,2020-07-12,11
NODE_0001256,Bossier Parish,22015,2020-07-01,NODE_0001257,Caddo Parish,22017,2020-07-12,11
NODE_0001257,Caddo Parish,22017,2020-07-12,hCoV-19/USA/LA-EVTL605/2020,Caddo Parish,22017,2020-08-05,24
NODE_0001257,Caddo Parish,22017,2020-07-12,NODE_0001258,Caddo Parish,22017,2020-07-29,17
NODE_0001258,Caddo Parish,22017,2020-07-29,NODE_0001704,Bossier Parish,22015,2020-08-10,12
NODE_0001260,Bossier Parish,22015,2020-11-03,hCoV-19/USA/LA-EVTL1881/2020,Bossier Parish,22015,2020-11-04,1
NODE_0001260,Bossier Parish,22015,2020-11-03,hCoV-19/USA/LA-EVTL1909/2020,Bossier Parish,22015,2020-11-11,8
NODE_0001258,Caddo Parish,22017,2020-07-29,NODE_0001261,Caddo Parish,22017,2020-08-21,23
NODE_0001261,Caddo Parish,22017,2020-08-21,NODE_0001713,Caddo Parish,22017,2020-09-11,21
NODE_0001713,Caddo Parish,22017,2020-09-11,hCoV-19/USA/LA-EVTL2180/2020,Caddo Parish,22017,2020-09-11,0
NODE_0001713,Caddo Parish,22017,2020-09-11,hCoV-19/USA/LA-EVTL2183/2020,Caddo Parish,22017,2020-09-11,0
NODE_0001713,Caddo Parish,22017,2020-09-11,hCoV-19/USA/LA-EVTL2181/2020,Caddo Parish,22017,2020-09-11,0
NODE_0001261,Caddo Parish,22017,2020-08-21,NODE_0001263,Caddo Parish,22017,2020-08-24,3
NODE_0001263,Caddo Parish,22017,2020-08-24,NODE_0001707,Caddo Parish,22017,2020-09-18,25
NODE_0001707,Caddo Parish,22017,2020-09-18,hCoV-19/USA/LA-EVTL2240/2020,Caddo Parish,22017,2020-09-18,0
NODE_0001707,Caddo Parish,22017,2020-09-18,hCoV-19/USA/LA-EVTL2242/2020,Caddo Parish,22017,2020-09-18,0
NODE_0001263,Caddo Parish,22017,2020-08-24,NODE_0001265,Caddo Parish,22017,2020-09-04,11
NODE_0001265,Caddo Parish,22017,2020-09-04,hCoV-19/USA/LA-EVTL2158/2020,Webster Parish,22119,2020-09-07,3
NODE_0001265,Caddo Parish,22017,2020-09-04,hCoV-19/USA/LA-EVTL2134/2020,Caddo Parish,22017,2020-09-04,0
NODE_0001717,Webster Parish,22119,2020-07-20,hCoV-19/USA/LA-EVTL202/2020,Webster Parish,22119,2020-08-10,21
NODE_0001717,Webster Parish,22119,2020-07-20,NODE_0001720,Webster Parish,22119,2020-08-10,21
NODE_0001720,Webster Parish,22119,2020-08-10,hCoV-19/USA/LA-EVTL200/2020,Webster Parish,22119,2020-08-10,0
NODE_0001720,Webster Parish,22119,2020-08-10,hCoV-19/USA/LA-EVTL211/2020,Webster Parish,22119,2020-08-14,4
NODE_0001717,Webster Parish,22119,2020-07-20,NODE_0001305,Webster Parish,22119,2020-07-29,9
NODE_0001305,Webster Parish,22119,2020-07-29,hCoV-19/USA/LA-EVTL217/2020,Webster Parish,22119,2020-08-14,16
NODE_0001305,Webster Parish,22119,2020-07-29,NODE_0001269,Webster Parish,22119,2020-08-05,7
NODE_0001269,Webster Parish,22119,2020-08-05,hCoV-19/USA/LA-EVTL204/2020,Webster Parish,22119,2020-08-10,5
NODE_0001269,Webster Parish,22119,2020-08-05,NODE_0001270,Webster Parish,22119,2020-08-10,5
NODE_0001270,Webster Parish,22119,2020-08-10,hCoV-19/USA/LA-EVTL206/2020,Webster Parish,22119,2020-08-10,0
NODE_0001270,Webster Parish,22119,2020-08-10,NODE_0001271,Webster Parish,22119,2020-08-14,4
NODE_0001271,Webster Parish,22119,2020-08-14,hCoV-19/USA/LA-EVTL212/2020,Webster Parish,22119,2020-08-14,0
NODE_0001279,Red River Parish,22081,2020-07-29,NODE_0001281,Red River Parish,22081,2020-08-10,12
NODE_0001281,Red River Parish,22081,2020-08-10,hCoV-19/USA/LA-EVTL196/2020,Red River Parish,22081,2020-08-10,0
NODE_0001281,Red River Parish,22081,2020-08-10,hCoV-19/USA/LA-EVTL936/2020,Red River Parish,22081,2020-08-10,0
NODE_0001279,Red River Parish,22081,2020-07-29,NODE_0001282,Red River Parish,22081,2020-08-01,3
NODE_0001282,Red River Parish,22081,2020-08-01,NODE_0001284,Red River Parish,22081,2020-08-10,9
NODE_0001284,Red River Parish,22081,2020-08-10,hCoV-19/USA/LA-EVTL919/2020,Red River Parish,22081,2020-08-10,0
NODE_0001284,Red River Parish,22081,2020-08-10,hCoV-19/USA/LA-EVTL930/2020,Red River Parish,22081,2020-08-10,0
NODE_0001282,Red River Parish,22081,2020-08-01,NODE_0001285,Red River Parish,22081,2020-08-05,4
NODE_0001285,Red River Parish,22081,2020-08-05,hCoV-19/USA/LA-EVTL943/2020,Red River Parish,22081,2020-08-10,5
NODE_0001285,Red River Parish,22081,2020-08-05,NODE_0001287,Red River Parish,22081,2020-08-08,3
NODE_0001287,Red River Parish,22081,2020-08-08,hCoV-19/USA/LA-EVTL928/2020,Red River Parish,22081,2020-08-10,2
NODE_0001350,East Baton Rouge Parish,22033,2020-03-05,hCoV-19/USA/LA-GBCL-26544571/2020,East Baton Rouge Parish,22033,2020-04-17,43
NODE_0001432,East Baton Rouge Parish,22033,2020-04-05,hCoV-19/USA/LA-GBCL-26492476/2020,East Baton Rouge Parish,22033,2020-04-25,20
NODE_0001432,East Baton Rouge Parish,22033,2020-04-05,hCoV-19/USA/LA-GBCL-26684475/2020,East Baton Rouge Parish,22033,2020-04-10,5
NODE_0001399,Caddo Parish,22017,2020-06-10,hCoV-19/USA/LA-BIE-PBR013/2020,Ascension Parish,22005,2020-07-16,36
NODE_0001399,Caddo Parish,22017,2020-06-10,NODE_0001400,Caddo Parish,22017,2020-06-29,19
NODE_0001400,Caddo Parish,22017,2020-06-29,hCoV-19/USA/LA-EVTL888/2020,Lincoln Parish,22061,2020-07-05,6
NODE_0001400,Caddo Parish,22017,2020-06-29,hCoV-19/USA/LA-EVTL668/2020,Caddo Parish,22017,2020-07-12,13
NODE_0001400,Caddo Parish,22017,2020-06-29,hCoV-19/USA/LA-EVTL609/2020,Caddo Parish,22017,2020-07-01,2
NODE_0001476,East Baton Rouge Parish,22033,2020-03-15,NODE_0001419,East Baton Rouge Parish,22033,2020-03-31,16
NODE_0001419,East Baton Rouge Parish,22033,2020-03-31,hCoV-19/USA/LA-GBCL-26684444/2020,East Baton Rouge Parish,22033,2020-04-11,11
NODE_0001419,East Baton Rouge Parish,22033,2020-03-31,NODE_0001490,East Baton Rouge Parish,22033,2020-04-06,6
NODE_0001490,East Baton Rouge Parish,22033,2020-04-06,hCoV-19/USA/LA-GBCL-26544528/2020,East Baton Rouge Parish,22033,2020-04-20,14
NODE_0001476,East Baton Rouge Parish,22033,2020-03-15,NODE_0001479,East Baton Rouge Parish,22033,2020-04-01,17
NODE_0001479,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26492500/2020,East Baton Rouge Parish,22033,2020-04-24,23
NODE_0001479,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26629255/2020,East Baton Rouge Parish,22033,2020-04-21,20
NODE_0001479,East Baton Rouge Parish,22033,2020-04-01,NODE_0001481,East Baton Rouge Parish,22033,2020-04-15,14
NODE_0001481,East Baton Rouge Parish,22033,2020-04-15,hCoV-19/USA/LA-GBCL-26556550/2020,East Baton Rouge Parish,22033,2020-04-15,0
NODE_0001327,Caddo Parish,22017,2020-06-26,hCoV-19/USA/LA-EVTL873/2020,Bossier Parish,22015,2020-07-05,9
NODE_0001327,Caddo Parish,22017,2020-06-26,hCoV-19/USA/LA-EVTL539/2020,Caddo Parish,22017,2020-06-26,0
NODE_0001329,Madison Parish,22065,2020-06-04,hCoV-19/USA/LA-EVTL423/2020,Madison Parish,22065,2020-06-10,6
NODE_0001329,Madison Parish,22065,2020-06-04,hCoV-19/USA/LA-EVTL401/2020,Madison Parish,22065,2020-06-04,0
NODE_0001373,Sabine Parish,22085,2020-07-28,hCoV-19/USA/LA-EVTL425/2020,Sabine Parish,22085,2020-07-28,0
NODE_0001373,Sabine Parish,22085,2020-07-28,NODE_0001374,Sabine Parish,22085,2020-09-06,40
NODE_0001374,Sabine Parish,22085,2020-09-06,hCoV-19/USA/LA-EVTL2139/2020,Sabine Parish,22085,2020-09-06,0
NODE_0001374,Sabine Parish,22085,2020-09-06,hCoV-19/USA/LA-EVTL2189/2020,Sabine Parish,22085,2020-09-14,8
NODE_0001482,East Baton Rouge Parish,22033,2020-03-05,NODE_0001483,East Baton Rouge Parish,22033,2020-03-24,19
NODE_0001483,East Baton Rouge Parish,22033,2020-03-24,hCoV-19/USA/LA-GBCL-26159760/2020,East Baton Rouge Parish,22033,2020-04-11,18
NODE_0001482,East Baton Rouge Parish,22033,2020-03-05,NODE_0001503,East Baton Rouge Parish,22033,2020-03-25,20
NODE_0001503,East Baton Rouge Parish,22033,2020-03-25,hCoV-19/USA/LA-GBCL-26791776/2020,East Baton Rouge Parish,22033,2020-04-04,10
NODE_0001503,East Baton Rouge Parish,22033,2020-03-25,hCoV-19/USA/LA-GBCL-26791727/2020,East Baton Rouge Parish,22033,2020-04-09,15
NODE_0001503,East Baton Rouge Parish,22033,2020-03-25,NODE_0001505,East Baton Rouge Parish,22033,2020-04-01,7
NODE_0001505,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26544578/2020,East Baton Rouge Parish,22033,2020-04-17,16
NODE_0001505,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26556515/2020,East Baton Rouge Parish,22033,2020-04-16,15
NODE_0001505,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26556546/2020,East Baton Rouge Parish,22033,2020-04-15,14
NODE_0001505,East Baton Rouge Parish,22033,2020-04-01,NODE_0001352,East Baton Rouge Parish,22033,2020-04-16,15
NODE_0001352,East Baton Rouge Parish,22033,2020-04-16,hCoV-19/USA/LA-GBCL-26513053/2020,East Baton Rouge Parish,22033,2020-04-21,5
NODE_0001352,East Baton Rouge Parish,22033,2020-04-16,hCoV-19/USA/LA-GBCL-26544560/2020,East Baton Rouge Parish,22033,2020-04-18,2
NODE_0001482,East Baton Rouge Parish,22033,2020-03-05,NODE_0001610,East Baton Rouge Parish,22033,2020-03-11,6
NODE_0001610,East Baton Rouge Parish,22033,2020-03-11,NODE_0001673,East Baton Rouge Parish,22033,2020-03-15,4
NODE_0001673,East Baton Rouge Parish,22033,2020-03-15,NODE_0001491,East Baton Rouge Parish,22033,2020-03-31,16
NODE_0001491,East Baton Rouge Parish,22033,2020-03-31,hCoV-19/USA/LA-GBCL-26684462/2020,East Baton Rouge Parish,22033,2020-04-04,4
NODE_0001491,East Baton Rouge Parish,22033,2020-03-31,NODE_0001492,East Baton Rouge Parish,22033,2020-04-09,9
NODE_0001492,East Baton Rouge Parish,22033,2020-04-09,hCoV-19/USA/LA-GBCL-26544573/2020,East Baton Rouge Parish,22033,2020-04-17,8
NODE_0001492,East Baton Rouge Parish,22033,2020-04-09,hCoV-19/USA/LA-GBCL-26791711/2020,East Baton Rouge Parish,22033,2020-04-09,0
NODE_0001673,East Baton Rouge Parish,22033,2020-03-15,NODE_0001493,East Baton Rouge Parish,22033,2020-03-25,10
NODE_0001493,East Baton Rouge Parish,22033,2020-03-25,hCoV-19/USA/LA-GBCL-26544536/2020,East Baton Rouge Parish,22033,2020-04-18,24
NODE_0001493,East Baton Rouge Parish,22033,2020-03-25,NODE_0001678,East Baton Rouge Parish,22033,2020-04-01,7
NODE_0001678,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26512987/2020,East Baton Rouge Parish,22033,2020-04-24,23
NODE_0001678,East Baton Rouge Parish,22033,2020-04-01,NODE_0001679,East Baton Rouge Parish,22033,2020-04-06,5
NODE_0001679,East Baton Rouge Parish,22033,2020-04-06,hCoV-19/USA/LA-GBCL-26492502/2020,East Baton Rouge Parish,22033,2020-04-24,18
NODE_0001679,East Baton Rouge Parish,22033,2020-04-06,NODE_0001344,East Baton Rouge Parish,22033,2020-04-11,5
NODE_0001344,East Baton Rouge Parish,22033,2020-04-11,hCoV-19/USA/LA-GBCL-26684461/2020,East Baton Rouge Parish,22033,2020-04-11,0
NODE_0001610,East Baton Rouge Parish,22033,2020-03-11,NODE_0001682,East Baton Rouge Parish,22033,2020-03-16,5
NODE_0001682,East Baton Rouge Parish,22033,2020-03-16,hCoV-19/USA/LA-GBCL-26684496/2020,East Baton Rouge Parish,22033,2020-04-10,25
NODE_0001682,East Baton Rouge Parish,22033,2020-03-16,NODE_0001684,East Baton Rouge Parish,22033,2020-03-20,4
NODE_0001684,East Baton Rouge Parish,22033,2020-03-20,NODE_0001686,East Baton Rouge Parish,22033,2020-03-25,5
NODE_0001686,East Baton Rouge Parish,22033,2020-03-25,hCoV-19/USA/LA-GBCL-26629233/2020,East Baton Rouge Parish,22033,2020-04-22,28
NODE_0001686,East Baton Rouge Parish,22033,2020-03-25,NODE_0001341,East Baton Rouge Parish,22033,2020-04-01,7
NODE_0001341,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26791743/2020,East Baton Rouge Parish,22033,2020-04-06,5
NODE_0001341,East Baton Rouge Parish,22033,2020-04-01,NODE_0001342,East Baton Rouge Parish,22033,2020-04-04,3
NODE_0001342,East Baton Rouge Parish,22033,2020-04-04,hCoV-19/USA/LA-GBCL-26674723/2020,East Baton Rouge Parish,22033,2020-04-04,0
NODE_0001342,East Baton Rouge Parish,22033,2020-04-04,hCoV-19/USA/LA-GBCL-26674728/2020,East Baton Rouge Parish,22033,2020-04-10,6
NODE_0001684,East Baton Rouge Parish,22033,2020-03-20,NODE_0001498,East Baton Rouge Parish,22033,2020-04-03,14
NODE_0001498,East Baton Rouge Parish,22033,2020-04-03,hCoV-19/USA/LA-GBCL-26684456/2020,East Baton Rouge Parish,22033,2020-04-11,8
NODE_0001498,East Baton Rouge Parish,22033,2020-04-03,NODE_0001346,East Baton Rouge Parish,22033,2020-04-06,3
NODE_0001346,East Baton Rouge Parish,22033,2020-04-06,hCoV-19/USA/LA-GBCL-26492514/2020,East Baton Rouge Parish,22033,2020-04-24,18
NODE_0001346,East Baton Rouge Parish,22033,2020-04-06,NODE_0001347,East Baton Rouge Parish,22033,2020-04-10,4
NODE_0001347,East Baton Rouge Parish,22033,2020-04-10,hCoV-19/USA/LA-GBCL-26492455/2020,East Baton Rouge Parish,22033,2020-04-28,18
NODE_0001347,East Baton Rouge Parish,22033,2020-04-10,NODE_0001348,East Baton Rouge Parish,22033,2020-04-14,4
NODE_0001348,East Baton Rouge Parish,22033,2020-04-14,hCoV-19/USA/LA-GBCL-26556540/2020,East Baton Rouge Parish,22033,2020-04-15,1
NODE_0001348,East Baton Rouge Parish,22033,2020-04-14,NODE_0001349,East Baton Rouge Parish,22033,2020-04-20,6
NODE_0001349,East Baton Rouge Parish,22033,2020-04-20,hCoV-19/USA/LA-GBCL-26513055/2020,East Baton Rouge Parish,22033,2020-04-21,1
NODE_0001330,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26159764/2020,East Baton Rouge Parish,22033,2020-04-11,10
NODE_0001330,East Baton Rouge Parish,22033,2020-04-01,hCoV-19/USA/LA-GBCL-26513021/2020,East Baton Rouge Parish,22033,2020-04-23,22
NODE_0001383,East Baton Rouge Parish,22033,2020-03-15,hCoV-19/USA/LA-GBCL-26791726/2020,East Baton Rouge Parish,22033,2020-04-09,25
NODE_0001383,East Baton Rouge Parish,22033,2020-03-15,NODE_0001384,East Baton Rouge Parish,22033,2020-03-24,9
NODE_0001384,East Baton Rouge Parish,22033,2020-03-24,hCoV-19/USA/LA-GBCL-26556560/2020,East Baton Rouge Parish,22033,2020-04-15,22
NODE_0001384,East Baton Rouge Parish,22033,2020-03-24,NODE_0001385,East Baton Rouge Parish,22033,2020-03-30,6
NODE_0001385,East Baton Rouge Parish,22033,2020-03-30,hCoV-19/USA/LA-GBCL-26629247/2020,East Baton Rouge Parish,22033,2020-04-21,22
NODE_0001465,Caddo Parish,22017,2020-04-14,NODE_0001392,Caddo Parish,22017,2020-04-20,6
NODE_0001392,Caddo Parish,22017,2020-04-20,NODE_0001393,Caddo Parish,22017,2020-05-06,16
NODE_0001393,Caddo Parish,22017,2020-05-06,hCoV-19/USA/LA-EVTL115/2020,Caddo Parish,22017,2020-05-06,0
NODE_0001393,Caddo Parish,22017,2020-05-06,hCoV-19/USA/LA-EVTL096/2020,Caddo Parish,22017,2020-05-06,0
NODE_0001392,Caddo Parish,22017,2020-04-20,NODE_0001394,Caddo Parish,22017,2020-05-06,16
NODE_0001394,Caddo Parish,22017,2020-05-06,hCoV-19/USA/LA-EVTL101/2020,Caddo Parish,22017,2020-05-06,0
NODE_0001465,Caddo Parish,22017,2020-04-14,NODE_0001469,Caddo Parish,22017,2020-04-24,10
NODE_0001469,Caddo Parish,22017,2020-04-24,hCoV-19/USA/LA-EVTL177/2020,Caddo Parish,22017,2020-05-14,20
NODE_0001469,Caddo Parish,22017,2020-04-24,NODE_0001750,Caddo Parish,22017,2020-05-05,11
NODE_0001750,Caddo Parish,22017,2020-05-05,NODE_0001397,Caddo Parish,22017,2020-05-05,0
NODE_0001397,Caddo Parish,22017,2020-05-05,hCoV-19/USA/LA-EVTL173/2020,Caddo Parish,22017,2020-05-14,9
NODE_0001397,Caddo Parish,22017,2020-05-05,NODE_0001401,Caddo Parish,22017,2020-05-11,6
NODE_0001401,Caddo Parish,22017,2020-05-11,hCoV-19/USA/LA-EVTL169/2020,Caddo Parish,22017,2020-05-11,0
NODE_0001409,Caddo Parish,22017,2020-03-25,hCoV-19/USA/LA-EVTL010/2020,Caddo Parish,22017,2020-04-15,21
NODE_0001409,Caddo Parish,22017,2020-03-25,hCoV-19/USA/LA-GBCL-26544575/2020,East Baton Rouge Parish,22033,2020-04-17,23
NODE_0001436,East Baton Rouge Parish,22033,2020-04-14,hCoV-19/USA/LA-GBCL-26544525/2020,East Baton Rouge Parish,22033,2020-04-20,6
NODE_0001436,East Baton Rouge Parish,22033,2020-04-14,NODE_0001420,East Baton Rouge Parish,22033,2020-04-20,6
NODE_0001420,East Baton Rouge Parish,22033,2020-04-20,hCoV-19/USA/LA-GBCL-26629254/2020,East Baton Rouge Parish,22033,2020-04-21,1
NODE_0001420,East Baton Rouge Parish,22033,2020-04-20,hCoV-19/USA/LA-GBCL-26513049/2020,East Baton Rouge Parish,22033,2020-04-21,1
NODE_0001422,Caddo Parish,22017,2020-04-06,hCoV-19/USA/LA-EVTL067/2020,Caddo Parish,22017,2020-04-29,23
NODE_0001426,East Baton Rouge Parish,22033,2020-03-24,hCoV-19/USA/LA-GBCL-26791712/2020,East Baton Rouge Parish,22033,2020-04-09,16
NODE_0001426,East Baton Rouge Parish,22033,2020-03-24,NODE_0001430,East Baton Rouge Parish,22033,2020-03-25,1
NODE_0001430,East Baton Rouge Parish,22033,2020-03-25,hCoV-19/USA/LA-GBCL-26544583/2020,East Baton Rouge Parish,22033,2020-04-17,23
NODE_0001455,Caddo Parish,22017,2020-03-22,hCoV-19/USA/LA-EVTL143/2020,Caddo Parish,22017,2020-03-25,3
NODE_0001455,Caddo Parish,22017,2020-03-22,NODE_0001457,Caddo Parish,22017,2020-03-24,2
NODE_0001457,Caddo Parish,22017,2020-03-24,hCoV-19/USA/LA-EVTL144/2020,Caddo Parish,22017,2020-03-25,1
NODE_0001470,Caddo Parish,22017,2020-04-12,hCoV-19/USA/LA-EVTL08/2020,Caddo Parish,22017,2020-04-15,3
